,song_name,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
243,Idioteque,0.615,0.931,3,-7.8,1,0.0352,2.37e-05,0.0914,0.53,137.544,309093,3
244,Sunshine Of Your Love,0.684,0.482,2,-12.59,1,0.475,7.32e-05,0.118,0.785,115.066,250000,4
245,Search and Destroy - Iggy Pop Mix,0.235,0.977,6,0.878,1,0.00353,0.00604,0.172,0.241,152.952,208133,4
246,While My Guitar Gently Weeps - Remastered,0.453,0.654,4,-8.855,0,0.0205,0.00395,0.172,0.702,115.0,285000,4
247,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,0.266,0.831,4,-9.07,1,0.000862,0.0,0.0555,0.778,175.514,163693,4
248,The Times They Are A-Changin',0.389,0.396,7,-7.999,1,0.887,0.0,0.0828,0.585,171.86,192053,3
249,With Or Without You - Remastered,0.538,0.432,2,-11.882,1,0.000185,0.309,0.139,0.116,110.181,295520,4
250,Mystery Train,0.697,0.381,4,-16.694,1,0.304,0.00185,0.133,0.693,120.387,148093,4
251,Leader Of The Pack,0.378,0.617,5,-6.15,0,0.835,1.9e-06,0.149,0.324,130.65,171973,4
252,Let's Get It On,0.546,0.595,3,-10.663,1,0.0358,1.03e-06,0.0721,0.584,168.354,290973,4
253,La Bamba,0.57,0.815,0,-5.468,1,0.653,0.00124,0.386,0.91,73.786,128760,4
254,Dance Yrself Clean,0.739,0.611,11,-9.829,1,0.00557,0.725,0.04,0.794,98.004,536471,4
255,Relax,0.677,0.83,11,-8.147,0,0.295,1.04e-05,0.0295,0.705,114.921,236787,4
256,The Model - 2009 Remaster,0.708,0.683,4,-7.768,0,0.00122,0.643,0.121,0.463,123.602,220533,4
257,Rebellion (Lies),0.4,0.934,8,-5.696,1,0.00787,0.513,0.338,0.731,127.09,310893,4
258,Don't Worry Baby (Mono) - Remastered,0.54,0.413,4,-8.234,1,0.0337,7.91e-06,0.122,0.788,121.125,168707,4
259,Debaser,0.487,0.885,5,-12.005,1,0.000397,0.347,0.0973,0.579,135.516,173173,4
260,Sweet Jane,0.625,0.564,2,-8.894,1,0.0205,0.0,0.331,0.94,105.22,249133,4
261,Why Do Fools Fall In Love,0.4,0.61,5,-5.741,0,0.44,0.000269,0.0914,0.824,173.506,142867,4
262,Running Up That Hill (A Deal With God),0.629,0.547,10,-13.123,0,0.72,0.00314,0.0604,0.197,108.375,298933,4
263,Beat It,0.776,0.867,3,-3.704,0,0.0495,7.92e-06,0.197,0.918,138.827,258040,4
264,Wish You Were Here - 2011 Remastered Version,0.481,0.262,7,-15.73,1,0.735,0.0114,0.832,0.375,122.883,334744,4
265,Sabotage - 2009 Digital Remaster,0.32,0.943,6,-5.789,0,0.00497,0.192,0.0984,0.49,166.524,178293,4
266,Alone Again Or,0.307,0.379,11,-11.8,0,0.684,0.000577,0.113,0.184,173.728,197013,4
267,One More Time,0.613,0.697,2,-8.618,1,0.0194,0.0,0.332,0.476,122.746,320357,4
268,Green Light,0.594,0.721,2,-7.812,1,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4
269,Over And Over,0.774,0.794,5,-4.446,0,0.00824,0.00317,0.08,0.724,120.002,347880,4
270,All the Young Dudes,0.429,0.668,4,-7.539,0,0.208,0.0,0.538,0.398,77.737,211067,4
271,The Boys Are Back In Town,0.319,0.712,8,-9.742,1,0.242,0.000414,0.294,0.773,78.114,266720,4
272,Lose Yourself - Soundtrack Version,0.69,0.747,2,-4.583,1,0.0094,0.000709,0.355,0.0701,171.367,326640,4
273,212,0.83,0.768,11,-5.564,0,0.0117,0.00017,0.0743,0.631,125.972,204879,4
274,Firestarter,0.532,0.948,11,-5.153,1,0.00325,0.449,0.14,0.376,141.513,279800,4
275,Kick Out the Jams,0.316,0.921,2,-3.491,1,0.00407,0.0,0.37,0.723,145.559,160533,4
276,See Emily Play - 2001 Remastered Version,0.428,0.747,2,-7.726,1,0.0612,2.9e-06,0.474,0.425,124.062,167213,4
277,Two Weeks,0.537,0.712,5,-5.597,1,0.289,0.00568,0.08,0.704,159.871,243160,4
278,Girls & Boys - 2012 Remaster,0.688,0.936,7,-6.658,0,0.0138,0.0,0.068,0.924,120.135,291200,4
279,Son Of A Preacher Man,0.562,0.443,4,-13.165,1,0.197,0.0,0.115,0.735,90.279,144333,4
280,Cannonball,0.506,0.761,3,-9.765,1,0.00938,0.782,0.298,0.745,112.511,213693,4
281,B.O.B. - Bombs Over Baghdad,0.746,0.978,9,-5.324,1,0.0555,4.11e-05,0.026,0.653,153.809,304227,4
282,Thinkin Bout You,0.721,0.339,0,-11.195,1,0.409,0.00153,0.0973,0.2,129.83,200747,4
283,Many Rivers To Cross,0.372,0.39,5,-9.618,1,0.718,0.0414,0.132,0.163,140.218,161827,4
284,Gold Digger,0.646,0.696,1,-5.572,0,0.0192,0.0,0.0762,0.625,92.88,207401,4
285,Israelites,0.805,0.472,10,-11.304,1,0.0922,0.331,0.0808,0.975,146.933,156200,4
286,Something - Remastered,0.396,0.338,0,-10.872,1,0.198,2.62e-06,0.138,0.377,133.522,182293,4
287,Ring Of Fire - Single Version,0.664,0.39,7,-11.766,1,0.197,0.000327,0.401,0.625,104.57,155827,4
288,Sexual Healing,0.805,0.602,0,-9.7,0,0.119,0.000122,0.0581,0.744,94.382,238600,4
289,Cross Road Blues,0.675,0.311,9,-11.959,1,0.93,0.000261,0.102,0.638,97.159,149560,4
290,Highway To Hell,0.575,0.927,6,-4.791,0,0.0644,0.00134,0.164,0.414,115.77,208400,4
291,Born To Be Wild,0.438,0.71,2,-12.412,1,0.262,0.537,0.221,0.53,145.928,210373,4
292,Da Funk,0.806,0.7,0,-5.269,0,0.00196,0.891,0.267,0.892,111.215,328680,4
293,Theme From Shaft,0.484,0.439,9,-20.487,0,0.0356,4.74e-06,0.163,0.618,120.778,276067,4
294,Brass in Pocket,0.766,0.655,9,-6.676,1,0.721,0.0,0.243,0.815,97.771,184093,4
295,"Shake, Rattle and Roll",0.612,0.584,8,-6.296,1,0.788,3.13e-06,0.193,0.845,154.704,179626,4
296,(I'm Your) Hoochie Coochie Man,0.701,0.252,2,-15.636,1,0.829,0.0,0.0704,0.862,73.627,167427,4
297,Jesus Walks,0.637,0.834,3,-4.686,0,0.614,0.0,0.317,0.715,87.312,193733,4
298,Suzanne,0.402,0.102,6,-21.048,0,0.938,0.000278,0.112,0.307,132.248,227200,4
299,Bye Bye Love,0.547,0.523,9,-9.176,1,0.724,0.0,0.103,0.89,169.598,142907,4
300,Windowlicker,0.698,0.789,8,-4.936,1,0.132,0.0091,0.366,0.492,123.016,368400,4
301,Heartbeats,0.646,0.751,8,-4.876,1,0.0193,7.85e-05,0.113,0.447,87.979,231800,4
302,School's Out,0.294,0.745,5,-9.138,1,0.05,0.125,0.676,0.347,134.364,210107,4
303,Stop! In The Name Of Love,0.588,0.689,0,-3.496,1,0.744,0.0,0.111,0.492,115.907,171613,4
304,La Vie en rose,0.371,0.278,7,-8.596,0,0.981,0.0,0.272,0.338,82.331,187733,4
305,Fell In Love With a Girl,0.213,0.977,0,-1.648,1,0.673,9.98e-05,0.849,0.356,90.403,110093,4
306,Enter Sandman,0.579,0.824,6,-8.71,0,0.00206,0.00903,0.059,0.635,123.331,331573,4
307,Je t'aime moi non plus,0.458,0.52,0,-9.178,1,0.0356,0.0216,0.204,0.524,82.448,262160,4
308,Where Is My Mind?,0.518,0.436,4,-14.134,1,0.0157,0.000621,0.079,0.27,80.88,236973,4
309,96 Tears,0.65,0.569,7,-5.962,1,0.0658,3.39e-05,0.0796,0.863,123.665,176400,4
310,Stan,0.78,0.768,6,-4.325,0,0.0371,2.34e-06,0.518,0.507,80.063,404107,4
311,Radio Free Europe,0.366,0.863,9,-7.087,1,0.00135,0.014,0.126,0.704,155.149,245787,4
312,Bring The Noise,0.774,0.831,6,-12.226,1,0.0679,0.0,0.062,0.807,110.173,226040,4
313,Ace Of Spades,0.324,0.991,6,-4.465,1,0.00247,0.00895,0.104,0.195,140.245,166707,4
314,Where Did Our Love Go - Stereo Version,0.562,0.54,0,-7.875,1,0.803,3.86e-06,0.106,0.793,134.676,151440,4
315,Teen Age Riot,0.236,0.969,7,-5.529,1,0.00571,0.0955,0.0822,0.735,159.415,418947,4
316,(Your Love Keeps Lifting Me) Higher and Higher,0.576,0.812,7,-7.439,1,0.0709,0.0,0.0644,0.964,96.319,176933,4
317,Wake Up,0.254,0.787,0,-4.813,1,0.111,0.0449,0.105,0.301,139.389,335333,4
318,Rumble,0.556,0.72,9,-6.959,1,0.0904,0.000107,0.0968,0.502,84.852,144653,4
319,Gimme Some Lovin' - Single Mix,0.493,0.688,7,-8.143,1,0.0126,0.256,0.38,0.533,147.403,173973,4
320,Gloria: In Excelsis Deo,0.422,0.814,9,-7.365,1,0.118,5.3e-06,0.115,0.411,147.065,354320,4
321,Back In Black,0.436,0.71,9,-5.666,1,0.0113,0.00811,0.0767,0.735,92.887,255200,4
322,Tumbling Dice,0.615,0.91,11,-4.248,1,0.5,0.511,0.281,0.77,111.013,226333,4
323,Summer in the City - Remastered,0.423,0.681,10,-9.756,1,0.0592,0.000177,0.0889,0.56,110.461,160307,4
324,Blind,0.708,0.931,9,-6.052,0,0.00388,0.000656,0.0392,0.594,118.588,376973,4
325,Killing In The Name,0.453,0.78,7,-6.497,1,0.0178,2.14e-06,0.031,0.712,85.366,313934,4
326,Only the Lonely (Know the Way I Feel),0.561,0.505,5,-10.788,1,0.381,0.00441,0.196,0.948,123.303,145400,4
327,Just Like Heaven,0.439,0.837,9,-11.548,1,0.0808,0.0024,0.115,0.511,151.994,212827,4
328,Sweet Dreams (Are Made of This) - Remastered,0.692,0.711,0,-7.498,0,0.225,0.0,0.12,0.875,125.135,216933,4
329,Young Folks,0.699,0.812,0,-6.005,1,0.0164,0.000763,0.105,0.662,138.185,276693,4
330,Seventeen,0.538,0.77,5,-7.376,1,0.0158,0.214,0.0686,0.238,127.103,265920,4
331,Sweet Home Alabama,0.588,0.628,0,-11.364,1,0.151,0.000655,0.0837,0.934,98.212,282027,4
332,I Can't Explain - Original Mono Version,0.529,0.547,9,-9.295,1,0.0782,0.0,0.0738,0.803,138.708,125933,4
333,Groove Is in the Heart,0.694,0.881,1,-4.053,0,0.0153,0.0196,0.0851,0.924,121.554,231787,4
334,Float On,0.649,0.888,6,-4.807,1,0.013,2.23e-06,0.0888,0.553,100.975,208467,4
335,White Christmas,0.347,0.172,9,-15.435,1,0.903,0.0024,0.37,0.199,97.759,179293,4
336,You Can't Always Get What You Want,0.319,0.627,0,-9.611,1,0.675,7.29e-05,0.289,0.497,85.818,448720,4
337,Move on Up - Extended Version,0.584,0.975,11,-6.534,0,0.141,0.501,0.101,0.876,138.341,535333,4
338,cellophane,0.563,0.283,2,-11.858,1,0.872,0.000143,0.0899,0.228,106.973,204067,4
339,I Can't Stand The Rain,0.73,0.406,1,-12.334,1,0.246,0.0162,0.0676,0.965,160.656,153227,4
340,Free Bird,0.23,0.828,5,-9.321,1,0.000732,0.191,0.169,0.488,150.459,543267,4
341,Bodak Yellow,0.926,0.703,11,-6.337,0,0.0659,0.0,0.231,0.485,125.022,223713,4
342,Lust For Life,0.2,0.943,9,-8.217,1,0.0125,0.0,0.139,0.778,203.243,313800,4
343,Heart of Gold,0.538,0.48,7,-9.863,1,0.204,0.0462,0.0955,0.834,171.773,187280,4
344,HUMBLE.,0.908,0.621,1,-6.638,0,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
345,Ashes to Ashes,0.702,0.788,1,-10.335,1,0.116,1.75e-05,0.192,0.846,120.788,263760,4
346,King Kunta,0.884,0.657,6,-4.569,0,0.00589,0.0,0.154,0.489,107.059,234693,4
347,I Say a Little Prayer,0.592,0.355,9,-14.051,1,0.478,0.0,0.0585,0.499,133.032,216773,4
348,West End Blues,0.602,0.206,3,-12.063,1,0.986,0.372,0.0729,0.41,83.693,196600,4
349,I Can See For Miles - Mono Version,0.355,0.841,9,-6.479,1,0.0418,1.27e-05,0.0973,0.17,130.792,245800,4
350,I Get Around (Mono),0.39,0.625,9,-7.813,0,0.36,0.0,0.0663,0.514,144.338,134387,4
351,More Than a Feeling,0.377,0.682,7,-8.039,1,0.000894,0.00217,0.0504,0.288,108.736,285133,4
352,I Am The Walrus - Remastered,0.401,0.556,2,-10.532,1,0.0828,0.000359,0.589,0.654,85.206,275867,4
353,Under the Bridge,0.559,0.345,4,-13.496,1,0.0576,0.000105,0.141,0.458,84.581,264307,4
354,Around the World,0.956,0.795,7,-5.311,1,0.00356,0.889,0.0906,0.841,121.294,429533,4
355,Lola,0.473,0.917,9,-4.176,1,0.582,0.231,0.273,0.902,152.108,240000,4
356,Georgia On My Mind,0.282,0.247,7,-11.838,1,0.839,0.0,0.144,0.255,112.146,216613,5
357,Do You Realize??,0.464,0.797,0,-5.244,1,0.006,0.000304,0.392,0.547,129.964,213173,4
358,Hey Joe,0.346,0.768,9,-5.695,1,0.00603,0.38,0.0244,0.532,169.492,210160,4
359,It's The End Of The World As We Know It (And I Feel Fine),0.381,0.894,7,-8.638,1,0.0258,0.0,0.0251,0.797,205.528,246933,4
360,Body and Soul,0.659,0.113,10,-16.756,0,0.976,0.88,0.179,0.738,95.063,182360,4
361,Dazed and Confused - 1990 Remaster,0.271,0.553,2,-9.526,1,0.044,0.0096,0.0999,0.433,86.762,386373,3
362,1901,0.592,0.84,0,-5.394,1,0.0558,2.3e-05,0.194,0.696,144.081,193120,4
363,Fight For Your Right,0.669,0.76,8,-10.301,1,0.138,0.0115,0.0876,0.591,133.7,207400,4
364,Archangel,0.617,0.849,1,-10.123,1,0.463,0.516,0.116,0.521,135.277,242427,4
365,Ticket To Ride - Remastered,0.519,0.85,9,-6.777,1,0.0457,0.0,0.233,0.749,123.419,189680,4
366,Sultans Of Swing,0.731,0.797,5,-9.992,1,0.0771,0.0248,0.334,0.933,148.192,348624,4
367,Fools Gold - Remastered,0.731,0.875,7,-6.393,1,0.000367,0.858,0.289,0.164,112.78,594453,4
368,Crying,0.35,0.293,2,-9.502,1,0.758,8.21e-06,0.104,0.162,96.685,166467,4
369,West End Girls - 2001 Remaster,0.648,0.947,4,-6.617,0,0.0114,0.0567,0.105,0.602,113.255,245360,4
370,Rocket 88 - Single Version,0.527,0.606,10,-7.495,0,0.815,0.00895,0.113,0.779,78.013,169720,4
371,Chicago,0.576,0.464,7,-9.682,1,0.562,0.0,0.0893,0.435,125.065,364613,4
372,Mannish Boy,0.628,0.329,2,-12.61,1,0.775,0.000158,0.0755,0.504,110.132,175787,3
373,Roll Over Beethoven,0.707,0.78,3,-10.142,1,0.83,0.0,0.199,0.808,92.653,144600,4
374,Instant Karma! (We All Shine On) - Remastered 2010,0.624,0.931,11,-9.988,0,0.000899,0.00144,0.0631,0.141,119.887,205133,4
375,Minnie The Moocher (03-03-31),0.715,0.197,4,-14.147,0,0.965,0.000191,0.0867,0.685,110.971,192200,4
376,Work,0.725,0.534,11,-6.238,1,0.0752,0.0,0.0919,0.558,91.974,219320,4
377,You Oughta Know,0.66,0.831,4,-8.195,1,0.204,0.0,0.736,0.43,105.32,249200,4
378,Pink Moon,0.655,0.255,3,-15.543,1,0.85,0.122,0.136,0.446,82.569,123173,4
379,American Pie,0.526,0.509,7,-10.893,1,0.6,0.0,0.144,0.497,138.318,515867,4
380,Fake Plastic Trees,0.454,0.229,2,-12.592,1,0.167,0.102,0.202,0.134,73.552,290707,4
381,I've Been Loving You Too Long,0.499,0.246,9,-12.806,1,0.7,0.00227,0.0965,0.152,148.468,181667,3
382,No One Knows,0.509,0.584,0,-4.907,1,0.0368,9.96e-05,0.384,0.685,170.411,278747,4
383,Monkey Gone to Heaven,0.652,0.388,6,-12.029,0,0.0167,0.00076,0.32,0.595,116.433,177467,4
384,Somebody to Love,0.498,0.647,4,-9.058,1,0.322,0.0,0.361,0.579,130.056,178147,4
385,Welcome To The Jungle,0.443,0.955,8,-8.066,1,0.0222,0.361,0.297,0.333,123.423,273600,4
386,Loaded,0.626,0.726,8,-8.918,1,8.65e-05,0.613,0.856,0.858,91.144,422427,4
387,Going Underground,0.325,0.815,11,-7.489,1,0.00191,1.22e-06,0.106,0.954,180.182,174013,4
388,Round Midnight,0.538,0.252,8,-13.889,1,0.916,0.655,0.0665,0.206,115.865,191480,4
389,Long Tall Sally,0.414,0.667,5,-7.985,1,0.715,0.0,0.152,0.857,183.643,128640,4
390,I Put a Spell on You,0.744,0.434,5,-10.807,0,0.583,0.0151,0.0715,0.939,173.871,144360,3
391,Boogie Chillen,0.672,0.374,4,-5.327,1,0.922,0.0452,0.104,0.372,149.835,189147,4
392,Come Together - Remastered,0.533,0.376,9,-11.913,0,0.0302,0.248,0.0926,0.187,165.007,259947,4
393,"Pump Up The Volume (UK 12"" Remix)",0.765,0.592,7,-15.658,1,0.00102,0.583,0.0487,0.508,113.232,389067,4
394,Ohio,0.442,0.529,0,-10.94,1,0.261,0.0157,0.184,0.749,79.194,183733,4
395,1999,0.866,0.73,5,-8.201,1,0.137,0.0,0.0843,0.625,118.523,379267,4
396,Glory Box,0.494,0.417,1,-10.013,1,0.182,0.494,0.0708,0.223,119.857,305560,4
397,Mack the Knife - Edit; 2006 Remaster,0.443,0.588,10,-7.015,1,0.708,0.0,0.0923,0.802,166.623,184987,4
398,One Nation Under A Groove,0.786,0.642,4,-12.976,0,0.241,0.000328,0.303,0.83,122.413,446400,4
399,Since U Been Gone,0.663,0.739,9,-5.354,0,0.00206,0.0586,0.113,0.382,130.998,188960,4
400,Jolene,0.674,0.537,1,-10.971,0,0.566,0.0,0.131,0.809,110.578,161533,4
401,Blister in the Sun - 2002 Remastered Version,0.701,0.261,0,-19.846,1,0.219,0.0,0.0821,0.89,97.042,144333,4
402,Moondance,0.625,0.428,9,-7.813,0,0.38,7.87e-06,0.27,0.584,133.166,275293,4
403,Jump,0.547,0.822,0,-7.201,1,0.0745,0.00943,0.0645,0.774,130.138,239560,4
404,Blank Generation,0.44,0.85,7,-6.196,1,0.129,3.79e-06,0.0959,0.637,138.571,163000,4
405,Wild Horses,0.443,0.309,7,-9.75,1,0.666,0.000785,0.0813,0.178,140.749,344387,4
406,Norwegian Wood (This Bird Has Flown) - Remastered,0.425,0.369,4,-11.876,1,0.183,0.00126,0.112,0.65,176.625,124693,3
407,Girls Just Want to Have Fun,0.71,0.799,6,-4.897,1,0.22,0.000602,0.349,0.725,120.372,238267,4
408,I'm a Believer,0.519,0.772,0,-6.784,1,0.534,1.21e-05,0.271,0.961,79.618,166907,4
409,I Will Survive - Single Version,0.773,0.829,9,-6.903,0,0.0783,0.00349,0.37,0.63,115.904,195880,4
410,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",0.694,0.394,0,-15.881,1,0.0781,0.000677,0.247,0.719,104.126,238747,4
411,Roxanne - Remastered 2003,0.618,0.748,0,-8.905,1,0.0384,4.1e-06,0.0477,0.662,134.001,191500,4
412,A Love Supreme Part I: Acknowledgement,0.431,0.466,5,-15.272,0,0.454,1.91e-05,0.122,0.44,123.338,470297,4
413,The Killing Moon,0.568,0.829,7,-7.066,1,0.218,0.00418,0.0976,0.79,124.201,348293,4
414,Under Pressure,0.666,0.719,2,-7.216,1,0.523,0.0,0.0751,0.52,113.549,243427,4
415,In The Still Of The Nite,0.517,0.378,10,-9.663,1,0.832,0.0,0.175,0.237,71.84,180333,4
416,Pride (In The Name Of Love) - Remastered 2009,0.458,0.843,4,-7.201,1,0.00135,0.000296,0.778,0.713,105.701,228427,4
417,Da Doo Ron Ron (When He Walked Me Home),0.535,0.797,3,-7.533,1,0.48,3.42e-05,0.141,0.613,148.835,140120,4
418,My Name Is,0.861,0.684,1,-6.294,1,0.0503,0.0,0.0912,0.813,85.521,268400,4
419,There Goes My Baby - Single Version; 2019 Remaster,0.399,0.679,6,-3.403,0,0.518,0.0,0.625,0.614,63.993,130320,4
420,Wolf Like Me,0.357,0.787,7,-4.979,1,0.00175,0.00611,0.115,0.191,175.882,277467,4
421,Just Like Honey,0.341,0.552,8,-10.503,1,8.02e-05,0.616,0.0591,0.486,121.361,182493,4
422,Bizarre Love Triangle,0.613,0.885,10,-7.463,1,0.0804,0.746,0.0997,0.919,118.506,263213,4
423,Bad Moon Rising,0.647,0.762,2,-5.856,1,0.0599,3.35e-06,0.0705,0.93,89.837,141600,4
424,You Really Got A Hold On Me,0.686,0.431,0,-9.658,1,0.767,0.0,0.446,0.545,117.99,177027,3
425,Pedestrian at Best,0.479,0.854,11,-6.101,1,4.61e-06,5.72e-05,0.372,0.535,136.067,230560,4
426,Straight Outta Compton,0.834,0.878,8,-9.484,1,0.0461,0.0,0.334,0.418,102.848,258688,4
427,Dance to the Music,0.703,0.529,7,-11.112,1,0.0168,0.00057,0.911,0.772,128.059,179427,4
428,The End,0.347,0.302,0,-12.104,1,0.163,9.17e-05,0.14,0.0332,105.702,703373,4
429,St Louis Blues,0.568,0.205,10,-5.325,1,0.993,5.29e-05,0.106,0.271,69.954,190720,4
430,The Loco-Motion,0.637,0.892,3,-6.195,1,0.638,0.00134,0.104,0.896,129.661,149067,4
431,Hannah Hunt,0.345,0.313,4,-10.098,1,0.717,0.000822,0.1,0.164,207.969,237973,4
432,Paid In Full,0.902,0.743,7,-11.136,1,0.000755,0.00104,0.0555,0.423,98.944,228267,4
433,Such Great Heights,0.653,0.818,5,-8.125,1,0.00907,0.23,0.0703,0.198,174.984,266347,4
434,I've Got a Woman,0.556,0.61,9,-4.729,1,0.833,2.22e-06,0.258,0.665,199.373,171467,4
435,O Superman,0.8,0.024,0,-20.703,0,0.963,0.207,0.101,0.309,148.57,505147,4
436,"Another Girl, Another Planet - 2008 re-mastered version",0.325,0.838,1,-6.501,0,0.0327,0.00042,0.126,0.449,156.507,181173,4
437,Sheena Is a Punk Rocker - 2009 Remaster,0.508,0.928,0,-2.525,1,0.184,0.0,0.108,0.823,176.584,166240,4
438,Voodoo Child (Slight Return),0.214,0.91,8,-6.662,1,0.477,0.00833,0.0517,0.448,175.549,313373,4
439,Midnight Train to Georgia,0.579,0.477,10,-8.539,0,0.127,0.0,0.0974,0.537,89.724,280093,4
440,I Know There's Gonna Be (Good Times),0.551,0.594,11,-9.912,0,0.119,0.0,0.535,0.507,89.524,213622,4
441,Because the Night,0.466,0.763,11,-7.748,0,0.0542,0.0,0.119,0.473,123.539,204800,4
442,No Scrubs,0.743,0.675,8,-4.267,0,0.0251,0.000717,0.0685,0.59,92.909,214400,4
443,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),0.428,0.923,2,-4.454,0,0.0108,0.436,0.0985,0.681,151.005,146738,4
444,All I Have to Do Is Dream - Single Version; 2006 Remaster,0.581,0.368,1,-11.264,0,0.788,0.0,0.157,0.568,103.716,140373,4
445,Come On Eileen,0.466,0.615,0,-9.102,1,0.413,0.0,0.343,0.812,108.016,273720,4
446,My Sweet Lord - 2001 Digital Remaster,0.524,0.821,1,-5.987,0,0.147,0.0,0.0834,0.593,120.853,283840,4
447,Should I Stay or Should I Go,0.722,0.794,2,-11.009,1,0.259,0.0,0.788,0.799,112.61,187893,4
448,Yonkers,0.712,0.759,11,-5.397,1,0.016,0.0808,0.217,0.738,79.103,249333,4
449,Reflektor,0.589,0.72,11,-8.33,0,0.0445,0.0142,0.364,0.648,111.602,453949,4
450,Enjoy the Silence,0.607,0.591,0,-11.957,0,0.361,0.0197,0.116,0.231,112.934,372813,4
451,New Slang,0.669,0.389,0,-11.547,1,0.605,0.16,0.0905,0.649,130.015,231173,4
452,Ultralight Beam,0.592,0.403,0,-8.768,0,0.62,0.0,0.54,0.391,105.169,320680,4
453,Hope There's Someone,0.294,0.184,6,-10.421,1,0.979,0.0115,0.143,0.0812,141.245,261200,1
454,New Rose,0.195,0.915,1,-11.841,0,0.144,1.01e-06,0.079,0.358,173.806,164640,4
455,Ignition - Remix,0.795,0.523,1,-7.165,1,0.061,0.0,0.0914,0.855,133.024,186067,4
456,Boys Don't Cry,0.462,0.836,11,-5.766,0,0.00517,0.0,0.18,0.671,168.766,155973,4
457,Street Fighting Man,0.537,0.714,0,-10.93,1,0.0126,0.0146,0.22,0.697,128.197,195240,4
458,I Only Have Eyes For You,0.368,0.356,5,-11.73,1,0.848,3.58e-05,0.141,0.308,176.038,204487,3
459,Run Away With Me,0.564,0.719,1,-5.505,1,0.0126,0.000177,0.0536,0.251,119.023,251320,4
460,Transmission,0.411,0.879,7,-6.302,1,0.00487,0.0446,0.104,0.499,153.31,217200,4
461,All Apologies,0.448,0.67,1,-11.385,1,0.0306,2.19e-05,0.0884,0.399,113.471,230800,4
462,A Hard Day's Night - Remastered,0.59,0.805,0,-6.481,1,0.137,0.0,0.0996,0.797,138.514,154200,4
463,Skinny Love,0.59,0.26,4,-14.065,0,0.85,4.59e-06,0.117,0.112,77.118,238520,4
464,Me and Bobby McGee,0.43,0.463,2,-10.96,1,0.303,5.84e-05,0.152,0.66,93.405,271333,4
465,Music Sounds Better With You - Radio Edit,0.729,0.662,5,-7.191,0,0.00128,0.208,0.305,0.359,124.149,260907,4
466,Freak Scene,0.243,0.942,9,-3.512,1,0.00792,0.00244,0.309,0.238,154.118,216960,4
467,Queen,0.418,0.547,1,-4.932,1,0.211,0.0443,0.187,0.13,131.99,230720,4
468,Your Song,0.551,0.27,3,-12.808,1,0.851,7.04e-06,0.0966,0.289,128.221,244227,4
469,Starman - 2012 Remastered Version,0.475,0.459,5,-10.261,1,0.149,1.43e-06,0.561,0.537,100.113,254295,4
470,Make Me Feel,0.859,0.413,1,-7.399,1,0.132,0.0,0.334,0.697,115.035,194230,4
471,Crystalised,0.763,0.484,11,-12.368,0,0.812,0.393,0.0841,0.416,122.913,201947,4
472,The Letter,0.638,0.428,9,-12.156,0,0.252,0.0,0.132,0.901,139.434,112800,4
473,Milkshake,0.881,0.774,1,-6.068,1,0.00986,0.0346,0.206,0.759,112.968,182627,4
474,Zombie,0.694,0.942,5,-5.142,1,0.388,0.0148,0.384,0.58,131.393,745653,4
475,Where It's At,0.68,0.671,2,-7.142,1,0.169,0.0286,0.076,0.532,96.941,330947,4
476,Come As You Are,0.5,0.832,4,-6.281,0,8.36e-05,0.00655,0.0924,0.553,120.066,219027,4
477,Everybody Hurts,0.254,0.383,2,-8.036,1,0.614,0.0237,0.172,0.178,188.2,318240,3
478,We Are Your Friends - Justice Vs Simian,0.615,0.97,9,1.342,0,0.0104,0.384,0.178,0.507,122.993,262773,4
479,The Rat,0.167,0.921,6,-4.881,0,0.000141,0.0716,0.239,0.315,168.225,262227,4
480,Fire and Rain,0.611,0.35,5,-14.48,1,0.499,7.84e-06,0.0844,0.36,76.064,200579,4
481,It's A Man's Man's Man's World,0.467,0.415,3,-9.172,0,0.68,0.00738,0.0691,0.609,161.931,165520,3
482,Fuck Tha Police,0.871,0.819,8,-5.439,0,0.0138,0.0,0.0608,0.857,98.699,345733,4
483,Young Americans - 2007 Remaster,0.469,0.866,7,-7.788,1,0.0568,0.0,0.058,0.883,169.209,316440,4
484,The Seed (2.0),0.754,0.955,7,-2.272,1,0.0358,0.0,0.115,0.962,111.121,267920,4
485,September Gurls,0.373,0.895,4,-4.552,1,0.000163,0.0119,0.164,0.533,113.992,166400,4
486,Cathy's Clown - Single Version; 2006 Remaster,0.499,0.701,7,-6.128,1,0.472,0.0,0.263,0.88,120.24,145747,4
487,Viva La Vida,0.486,0.617,5,-7.115,0,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
488,Smokestack Lightnin',0.667,0.344,9,-16.36,0,0.838,0.000144,0.234,0.577,146.101,188473,4
489,Nights,0.457,0.551,5,-9.36,0,0.427,1.15e-06,0.113,0.428,89.87,307151,4
